window	Freq	mean_discordant_reads_blacklist
3_40821000_+	2	1
3_40834000_+	1	1
3_40837000_-	2	1
3_40859000_-	1	1
3_40865000_-	1	1
3_40868000_-	2	1
3_40904000_+	1	1
3_40941000_-	2	1
3_40989000_-	1	1
3_41010000_-	1	1
3_4102000_-	1	1
3_41022000_-	2	1
3_41028000_+	1	1
3_41030000_-	2	1
3_41032000_-	1	1
3_41032000_+	1	1
3_41035000_-	1	1
3_41041000_+	2	1
3_41043000_+	1	1
3_41079000_+	1	1
3_41089000_-	2	2
3_41095000_-	1	1
3_41096000_-	1	1
3_41096000_+	3	1.33333333333333
3_411000_-	1	1
3_41100000_+	2	1
3_41105000_+	1	1
3_41108000_+	1	1
3_41140000_+	1	1
3_41141000_-	1	1
3_41145000_+	2	1
3_41153000_+	1	1
3_41164000_-	2	1
3_41176000_-	2	1
3_41181000_-	1	1
3_41184000_+	1	1
3_41191000_+	1	1
3_4123000_+	1	1
3_41238000_-	1	1
3_41243000_-	2	1
3_41262000_-	1	1
3_41270000_+	2	1.5
3_41271000_-	1	1
3_41285000_-	1	1
3_41288000_-	2	1
3_4129000_-	1	1
3_41292000_-	1	1
3_4133000_+	1	1
3_41342000_-	2	1
3_41345000_+	2	1
3_41355000_+	2	1
3_41358000_-	1	1
3_41373000_-	1	1
3_41390000_-	1	1
3_41390000_+	2	1
3_41411000_-	1	1
3_41436000_-	1	1
3_41448000_+	1	1
3_41458000_+	1	1
3_41501000_-	1	1
3_41511000_-	1	1
3_41544000_+	1	1
3_41548000_+	1	1
3_41554000_+	3	1.66666666666667
3_41572000_+	1	1
3_41578000_-	1	1
3_41584000_-	1	1
3_41612000_-	2	1
3_41643000_+	1	1
3_41661000_+	2	1
3_41670000_-	1	1
3_41670000_+	1	1
3_41682000_-	1	1
3_41699000_-	1	1
3_4171000_-	1	1
3_41730000_+	2	1
3_4174000_+	1	1
3_41773000_+	1	1
3_41810000_+	1	1
3_41849000_-	1	1
3_41876000_+	1	1
3_4189000_-	2	1
3_41906000_+	1	1
3_41919000_-	1	1
3_41924000_-	2	1
3_41927000_-	1	1
3_4193000_-	1	1
3_41938000_+	2	1
3_4194000_+	2	1
3_41968000_-	2	1
3_41974000_-	2	1
3_41982000_-	1	1
3_41996000_+	1	1
3_420000_-	1	1
3_42023000_-	1	1
3_42034000_-	2	1
3_42053000_-	2	1
3_42076000_-	1	1
3_42080000_+	2	1
3_42083000_+	1	1
3_42154000_-	14	1
3_42154000_+	2	1
3_42158000_+	1	1
3_42170000_+	2	1
3_42173000_-	2	1
3_42209000_+	2	1
3_42212000_-	2	1
3_42246000_+	2	1
3_42248000_-	2	1
3_42260000_+	2	1
3_42270000_+	2	1
3_42274000_+	1	1
3_42277000_+	3	1
3_42294000_-	1	1
3_42294000_+	2	1
3_42307000_+	1	1
3_42352000_+	1	1
3_42379000_-	1	1
3_4238000_-	1	1
3_42384000_-	2	1
3_42391000_+	1	1
3_42398000_+	1	1
3_42414000_+	1	1
3_42424000_+	1	1
3_4243000_-	1	1
3_42430000_+	1	1
3_42439000_-	2	1
3_42444000_+	1	1
3_42452000_-	2	1
3_42456000_-	2	1
3_42466000_+	1	1
3_42483000_-	2	1
3_42487000_-	1	1
3_42492000_-	2	1
3_42493000_-	1	1
3_42493000_+	1	1
3_42496000_-	2	1
3_42530000_-	1	1
3_42533000_+	2	1
3_42536000_+	1	1
3_42555000_-	2	1
3_42567000_+	2	1
3_42569000_-	1	2
3_42575000_-	1	1
3_42577000_-	1	1
3_42580000_-	1	1
3_42590000_-	1	1
3_42590000_+	2	1
3_42599000_+	2	1
3_42618000_+	2	1
3_42636000_-	2	1
3_42642000_+	1	1
3_42655000_-	2	1
3_42667000_+	1	1
3_42676000_-	1	1
3_42679000_+	1	1
3_42724000_+	1	1
3_42735000_-	1	1
3_42752000_-	1	1
3_42752000_+	1	1
3_42763000_+	2	1
3_42770000_-	1	1
3_42776000_+	2	1
3_42803000_+	2	1
3_42804000_-	2	1
3_42807000_+	2	1
3_42812000_+	1	1
3_42813000_+	2	1
3_42817000_-	1	1
3_42833000_-	1	1
3_42842000_+	2	1
3_42849000_+	1	1
3_42874000_+	1	1
3_42876000_-	1	1
3_42902000_-	1	1
3_42925000_-	1	1
3_42935000_-	1	1
3_42945000_-	2	1
3_42947000_-	2	1
3_42949000_-	1	1
3_42957000_-	2	1
3_42970000_+	1	1
3_42978000_-	1	1
3_42987000_-	2	1
3_430000_+	1	1
3_43015000_-	2	1
3_4302000_-	2	1
3_43043000_+	2	1
3_43044000_+	1	1
3_43050000_+	1	1
3_43062000_+	1	1
3_43065000_-	1	1
3_4307000_+	2	1
3_43094000_-	2	1
3_43094000_+	1	1
3_43099000_+	1	1
3_43101000_+	1	1
3_43102000_-	1	1
3_43131000_+	2	1
3_43133000_+	2	1
3_43134000_-	1	1
3_4314000_+	2	1
3_43145000_-	1	1
3_4316000_-	2	1
3_43184000_-	1	1
3_43186000_-	2	1
3_43189000_-	1	1
3_43211000_+	1	1
3_43227000_-	1	2
3_43256000_+	1	1
3_43259000_-	2	1
3_43294000_-	2	1
3_43297000_+	2	1
3_433000_-	1	1
3_43303000_-	1	1
3_43314000_-	1	1
3_43321000_-	2	1
3_43339000_+	1	1
3_43354000_+	1	1
3_4336000_-	2	1
3_4336000_+	2	1
3_43380000_-	1	1
3_43385000_+	2	1
3_43405000_-	2	1
3_43422000_-	1	1
3_43439000_-	1	1
3_43448000_+	2	1
3_43477000_+	1	1
3_43495000_+	1	1
3_43498000_+	1	1
3_43510000_-	2	1
3_43537000_+	2	1
3_43546000_+	1	1
3_43553000_-	1	1
3_43583000_+	2	2
3_43593000_+	1	1
3_43642000_-	1	1
3_43652000_+	3	1
3_43664000_-	2	1
3_43677000_-	1	1
3_43686000_-	1	1
3_43698000_+	1	1
3_43702000_+	2	1
3_4372000_-	1	1
3_43728000_-	1	1
3_43745000_-	1	1
3_4376000_+	2	1
3_4378000_-	2	1
3_43780000_-	1	1
3_43780000_+	1	1
3_43783000_+	1	1
3_43829000_+	1	1
3_43852000_-	1	1
3_43853000_-	1	1
3_43856000_-	1	1
3_43865000_-	1	1
3_43870000_+	2	1
3_43879000_-	1	1
3_43881000_+	1	1
3_43883000_+	2	1
3_43900000_-	1	1
3_43906000_+	1	1
3_43919000_-	1	1
3_43933000_-	1	1
3_43945000_+	2	1
3_43947000_-	1	1
3_43988000_+	1	1
3_43992000_+	1	1
3_43994000_-	2	1
3_43994000_+	1	1
3_43995000_-	2	2
3_44001000_-	1	1
3_44035000_-	2	1
3_44061000_+	1	1
3_44080000_-	1	1
3_44125000_-	2	1
3_44153000_+	1	1
3_44157000_+	1	1
3_44207000_+	2	1
3_44215000_-	1	1
3_44225000_+	1	1
3_4423000_-	1	1
3_44243000_-	1	1
3_44269000_+	1	1
3_44270000_+	2	1
3_44287000_-	2	1
3_44287000_+	1	1
3_44329000_+	1	1
3_44345000_+	2	1
3_44356000_+	1	1
3_44372000_-	1	1
3_44383000_-	1	1
3_44388000_+	1	1
3_44394000_-	1	1
3_4441000_+	2	1
3_44427000_+	2	1
3_44436000_-	2	1
3_44439000_+	1	1
3_44440000_+	1	1
3_44446000_-	2	1
3_44468000_+	2	1
3_4447000_+	1	1
3_44482000_+	2	1
3_44493000_+	2	1
3_44496000_+	1	1
3_44508000_-	2	1
3_44521000_+	1	1
3_44522000_+	2	1
3_44529000_-	3	1
3_44553000_-	2	1
3_44598000_-	1	1
3_44627000_-	1	1
3_44647000_-	2	1
3_44663000_-	1	1
3_44666000_-	2	1
3_44694000_+	2	1
3_44703000_-	4	1
3_44710000_+	1	1
3_44713000_+	1	1
3_44719000_+	2	1
3_44727000_-	1	1
3_44732000_-	1	1
3_44751000_+	1	1
3_44782000_-	2	1
3_44785000_+	1	1
3_44801000_+	1	1
3_44816000_+	1	1
3_44820000_-	2	1
3_44834000_-	1	1
3_44839000_+	2	1
3_4484000_+	1	1
3_44842000_-	2	1
3_44857000_+	1	1
3_44885000_+	1	1
3_44914000_+	1	1
3_44915000_-	1	1
3_44924000_+	3	1
3_44933000_-	1	1
3_44935000_-	2	1
3_44955000_-	1	1
3_44964000_-	1	1
3_44970000_-	1	1
3_44984000_+	1	1
3_45026000_-	1	1
3_45057000_-	2	1
3_45069000_+	1	1
3_45070000_-	2	1
3_45084000_-	1	1
3_45101000_+	1	1
3_45108000_+	1	1
3_4513000_-	1	1
3_45153000_-	1	1
3_45156000_+	1	1
3_45158000_+	1	1
3_45166000_+	1	1
3_45179000_-	2	1
3_45182000_+	2	1
3_45187000_-	2	1
3_45188000_+	2	1
3_45196000_+	1	1
3_45223000_+	2	1
3_4523000_-	2	1
3_45240000_+	1	1
3_45251000_+	1	1
3_45255000_-	1	1
3_4528000_+	1	2
3_45294000_-	1	1
3_45309000_-	1	1
3_45317000_+	2	1
3_45359000_-	1	1
3_45364000_+	2	1
3_45370000_+	1	1
3_45381000_-	2	1
3_4539000_+	2	1
3_45406000_-	1	1
3_45411000_+	2	1
3_4543000_-	2	1
3_45463000_-	2	1
3_45470000_+	2	1
3_45480000_+	1	1
3_45484000_-	2	1
3_45487000_+	1	1
3_45504000_-	1	1
3_45507000_+	1	1
3_45527000_+	1	1
3_45543000_+	1	1
3_45557000_+	1	1
3_45561000_+	1	1
3_45578000_+	1	1
3_45580000_+	1	1
3_45583000_+	1	1
3_45586000_-	1	1
3_45599000_+	2	1
3_4561000_+	1	1
3_45636000_+	2	1
3_45637000_-	1	1
3_4566000_+	2	1
3_45662000_-	2	1
3_45680000_+	2	1
3_45687000_-	2	1
3_45698000_+	2	1
3_45734000_-	2	1
3_4574000_-	1	1
3_45747000_-	2	1
3_45749000_+	1	1
3_45754000_+	2	1
3_45756000_-	1	1
3_45774000_-	1	1
3_45791000_+	2	1
3_45794000_-	2	1
3_45818000_+	2	1
3_45820000_-	1	1
3_45827000_-	1	1
3_4587000_+	2	1
3_45879000_-	1	1
3_45899000_+	1	1
3_45911000_-	1	1
3_45912000_+	1	1
3_45918000_+	1	1
3_45934000_-	2	1
3_4594000_-	1	1
3_45946000_+	2	1
3_45959000_+	2	1
3_45979000_-	1	1
3_45981000_+	2	1
3_46006000_+	2	1
3_46014000_-	1	1
3_46025000_+	2	1
3_46026000_-	1	1
3_46031000_+	1	1
3_46036000_+	1	1
3_46042000_+	2	1
3_46081000_-	2	1
3_46090000_-	1	1
3_46195000_-	1	1
3_46196000_-	1	1
3_46197000_-	2	1
3_46207000_-	1	1
3_46219000_-	2	1
3_46229000_-	1	1
3_46231000_+	1	1
3_46246000_+	1	1
3_46248000_-	1	1
3_46255000_-	2	1
3_46291000_-	1	1
3_46310000_-	2	1
3_46319000_+	1	1
3_4633000_-	1	1
3_46342000_-	1	1
3_4642000_+	2	1
3_46422000_+	1	1
3_4646000_-	1	1
3_46477000_+	1	1
3_4649000_-	1	1
3_46498000_+	1	1
3_46516000_-	1	1
3_46529000_-	1	1
3_46532000_+	2	1
3_46541000_-	1	1
3_46545000_+	2	1
3_46579000_-	1	1
3_46591000_+	1	1
3_46594000_+	2	1
3_46596000_-	1	1
3_46624000_-	2	1
3_46629000_+	1	1
3_46648000_+	2	1
3_46650000_-	1	1
3_46650000_+	1	1
3_46653000_-	1	1
3_4666000_-	1	1
3_46665000_-	2	1
3_46693000_+	2	1
3_46706000_-	1	1
3_46707000_+	2	1
3_46708000_+	1	1
3_46718000_+	1	1
3_46722000_-	1	1
3_46737000_+	1	1
3_46755000_-	1	1
3_46767000_+	1	2
3_46802000_-	1	1
3_46822000_-	2	1
3_46867000_+	1	1
3_46872000_+	2	1
3_46886000_+	1	1
3_46892000_+	2	1
3_46934000_+	2	1
3_46957000_-	2	1
3_46960000_+	1	1
3_46976000_-	2	1
3_46997000_+	1	1
3_470000_+	1	1
3_47019000_+	1	1
3_47022000_+	2	1
3_47044000_+	2	1
3_47057000_-	1	1
3_4710000_-	2	1
3_47100000_+	1	1
3_47107000_+	2	1
3_47124000_-	1	1
3_47150000_+	1	1
3_47152000_-	1	1
3_47159000_+	1	1
3_47176000_+	1	1
3_47193000_-	1	1
3_47202000_-	2	1
3_47207000_-	1	1
3_47219000_+	2	1
3_47238000_-	1	1
3_47238000_+	2	1
3_4724000_-	1	1
3_47246000_+	1	1
3_47247000_+	2	2
3_47255000_+	1	1
3_47263000_-	1	1
3_47264000_+	1	1
3_47280000_+	2	1
3_47292000_+	1	1
3_47298000_+	1	1
3_47309000_+	1	1
3_47310000_+	1	1
3_47334000_-	1	1
3_47337000_-	1	1
3_47372000_-	1	1
3_47393000_-	2	1
3_47402000_-	1	1
3_47411000_-	1	1
3_47430000_+	1	1
3_47437000_+	1	1
3_47441000_-	2	1
3_47441000_+	1	1
3_47456000_+	2	1
3_47465000_-	1	1
3_47486000_-	2	1
3_47500000_-	1	1
3_47503000_-	2	1
3_47530000_-	1	1
3_47568000_-	2	1
3_47576000_-	1	1
3_47600000_+	2	1
3_47630000_+	1	1
3_47632000_+	1	1
3_47642000_-	1	1
3_47645000_-	1	1
3_47672000_-	1	1
3_47680000_-	2	1
3_47730000_-	1	1
3_47735000_+	1	1
3_47747000_+	2	1
3_47748000_-	2	1
3_47748000_+	2	1
3_47763000_-	2	1
3_47764000_+	2	1
3_47808000_+	1	1
3_47818000_+	1	1
3_47819000_+	2	1
3_47838000_-	1	1
3_47843000_-	2	1
3_4787000_-	1	1
3_47894000_-	2	1
3_47901000_+	1	1
3_47905000_+	1	1
3_4791000_-	1	1
3_47924000_+	1	1
3_47933000_-	1	1
3_47953000_-	2	1
3_47965000_-	2	1
3_47965000_+	2	1
3_47976000_-	2	1
3_47983000_+	2	1
3_4800000_+	1	1
3_48009000_+	1	1
3_48013000_+	1	1
3_48024000_+	1	1
3_48032000_-	1	1
3_48037000_-	1	1
3_4807000_+	1	1
3_48072000_-	1	1
3_4808000_-	1	1
3_4810000_-	1	1
3_48140000_-	1	2
3_48168000_-	2	1
3_4819000_-	1	1
3_48199000_+	1	1
3_4823000_+	1	2
3_48233000_-	2	1
3_4824000_-	2	1
3_48260000_+	2	1
3_48274000_+	2	1
3_4828000_+	1	1
3_4830000_+	1	1
3_48302000_-	1	1
3_48313000_+	1	1
3_48328000_-	1	1
3_48337000_-	1	1
3_48342000_-	1	1
3_48343000_+	2	1
3_48351000_-	1	1
3_48357000_-	1	1
3_48375000_+	2	1
3_48379000_-	1	1
3_48381000_-	1	1
3_48420000_+	1	1
3_48443000_+	2	1
3_48448000_-	1	1
3_4846000_+	1	1
3_48467000_-	2	1
3_48482000_+	2	1
3_48483000_-	1	1
3_48516000_+	2	1
3_48523000_-	1	1
3_48531000_-	1	1
3_48546000_+	2	1
3_48548000_+	1	1
3_48559000_-	1	1
3_48562000_+	1	1
3_4859000_-	1	1
3_48596000_-	1	1
3_48605000_+	1	1
3_48608000_-	1	1
3_48609000_+	1	1
3_48637000_-	1	1
3_48640000_+	1	1
3_48647000_-	1	2
3_48658000_-	1	1
3_48692000_-	2	1
3_48704000_-	2	1
3_48707000_+	1	1
3_48715000_+	2	1
3_48722000_+	2	1
3_48727000_+	1	1
3_48729000_+	1	1
3_48730000_-	1	1
3_48756000_-	1	1
3_48764000_+	1	1
3_48770000_-	2	1
3_48770000_+	1	1
3_48773000_+	2	1
3_48782000_+	1	1
3_48817000_+	1	1
3_48830000_+	1	1
3_48851000_+	2	1
3_48852000_-	2	1
3_48865000_+	2	1
3_48870000_+	1	1
3_4890000_+	1	1
3_48914000_-	2	1
3_4892000_+	2	1
3_48944000_+	2	1
3_4895000_+	1	1
3_49029000_-	1	1
3_49037000_-	1	1
3_49043000_+	1	1
3_49052000_+	1	1
3_49056000_+	1	1
3_49065000_+	1	1
3_49069000_+	1	1
3_49077000_+	1	1
3_49078000_+	1	1
3_49089000_+	1	1
3_49100000_+	1	1
3_49107000_+	1	1
3_49118000_-	1	1
3_49124000_+	1	1
3_49138000_-	2	1
3_49144000_+	2	1
3_49147000_-	1	1
3_49148000_-	1	1
3_49156000_+	2	1
3_4916000_+	2	1
3_49170000_-	1	1
3_49171000_+	1	1
3_49175000_-	1	1
3_49175000_+	2	1
3_49189000_-	1	1
3_49204000_+	2	1
3_49207000_+	2	1
3_49273000_-	1	1
3_49279000_-	1	1
3_49282000_-	1	1
3_49292000_+	2	1
3_49299000_-	2	1
3_49304000_-	3	1
3_49326000_+	1	1
3_49335000_-	2	1
3_49359000_-	2	1
3_49378000_+	1	1
3_49386000_+	2	1
3_49408000_+	1	1
3_49433000_-	2	1
3_49440000_-	1	1
3_49443000_-	1	1
3_49451000_-	2	1
3_49478000_+	2	1
3_49483000_-	2	1
3_49487000_+	1	1
3_49492000_+	2	1
3_4950000_-	1	1
3_49518000_+	1	1
3_49529000_-	2	1
3_49536000_+	2	1
3_49545000_-	2	1
3_49548000_-	1	1
3_49554000_-	1	1
3_49567000_-	2	1
3_49569000_-	2	1
3_49592000_+	1	1
3_49596000_+	1	1
3_49606000_+	1	1
3_49618000_-	1	1
3_49634000_+	2	1
3_49639000_-	2	1
3_49641000_+	1	1
3_49665000_-	1	1
3_49674000_+	1	1
3_49680000_+	2	1
3_49681000_+	1	1
3_4969000_+	1	1
3_49707000_-	1	1
3_49712000_-	1	1
3_49721000_-	1	1
3_49739000_-	1	2
3_49753000_+	2	1
3_4977000_-	1	1
3_4978000_-	2	1
3_49780000_+	2	1
3_49817000_+	1	1
3_49833000_-	2	1
3_49834000_-	2	1
3_49841000_-	1	1
3_49868000_+	2	1
3_49871000_-	1	1
3_49874000_+	2	1
3_49877000_+	2	1
3_49903000_-	1	1
3_49923000_-	1	1
3_49933000_-	2	1
3_4997000_-	2	1
3_49980000_-	2	1
3_49981000_-	1	1
3_49986000_+	1	1
3_50032000_+	2	1
3_50048000_+	2	1
3_50086000_+	2	1
3_50115000_+	1	1
3_50136000_+	1	1
3_50139000_+	1	1
3_50150000_-	1	1
3_50160000_-	1	1
3_50171000_+	1	1
3_50173000_-	1	1
3_5018000_-	1	1
3_50193000_-	1	1
3_50228000_-	1	1
3_50235000_+	2	1
3_50245000_+	1	1
3_5025000_+	1	1
3_50254000_-	1	1
3_50258000_+	1	1
3_50270000_+	1	1
3_50302000_+	1	1
3_50322000_+	2	1
3_5037000_+	1	1
3_50371000_+	1	1
3_50379000_+	2	1
3_50384000_-	1	1
3_50390000_+	2	1
3_50391000_+	1	1
3_50429000_-	1	1
3_50430000_-	2	1
3_50441000_-	1	1
3_50444000_+	1	1
3_50456000_+	2	1
3_50463000_-	3	1
3_50466000_+	2	1
3_50473000_-	1	1
3_50477000_-	1	1
3_50486000_-	1	1
3_50505000_-	1	1
3_50506000_+	1	1
3_50528000_+	1	1
3_50530000_+	1	1
3_50531000_+	2	1
3_50552000_+	1	1
3_50555000_+	1	1
3_50571000_-	1	1
3_50574000_+	1	1
3_50578000_+	2	1
3_50579000_-	1	1
3_50591000_-	2	1
3_50592000_-	1	1
3_50604000_+	2	1
3_50608000_-	2	1
3_50622000_-	1	1
3_50630000_-	2	1
3_50632000_+	2	1
3_50634000_-	1	1
3_50648000_+	1	1
3_50650000_-	1	1
3_50654000_+	1	1
3_50657000_+	1	1
3_50669000_-	1	1
3_50671000_-	2	1
3_50678000_+	1	1
3_50680000_+	2	1
3_50698000_-	2	1
3_50699000_-	2	1
3_507000_+	1	1
3_50706000_-	2	1
3_50715000_-	1	1
3_50719000_-	1	1
3_50725000_-	2	1
3_50734000_-	1	1
3_50754000_+	1	1
3_50812000_+	2	1
3_50832000_-	1	1
3_50878000_+	1	1
3_5091000_-	2	1
3_50922000_-	1	1
3_50936000_-	1	1
3_50974000_+	2	1
3_50976000_-	1	1
3_50999000_+	1	2
3_5100000_-	2	1
3_51005000_+	1	1
3_51032000_+	2	1
3_51068000_-	2	1
3_51083000_+	1	1
3_51100000_-	2	1
3_51112000_+	2	1
3_51120000_+	1	1
3_5118000_+	1	1
3_51196000_-	1	1
3_51201000_+	1	1
3_5121000_+	2	1
3_51249000_+	1	1
3_5125000_-	1	1
3_51255000_+	1	1
3_51267000_+	1	1
3_51286000_+	1	1
3_513000_-	1	1
3_51310000_+	1	1
3_51350000_-	1	1
3_51352000_+	2	1
3_51353000_-	1	1
3_51355000_-	1	1
3_51356000_-	1	1
3_51356000_+	1	1
3_51363000_-	1	1
3_51385000_+	1	1
3_51396000_+	2	1
3_51408000_-	1	1
3_51418000_-	1	1
3_51430000_-	2	1
3_51431000_+	1	1
3_51444000_+	1	1
3_5146000_+	1	1
3_5148000_-	1	1
3_51496000_-	1	1
3_51498000_-	2	1
3_51509000_-	1	1
3_51541000_+	1	1
3_51547000_+	1	1
3_51553000_-	1	1
3_51562000_-	1	1
3_51579000_-	1	1
3_51583000_-	2	1
3_51585000_-	1	1
3_51601000_+	1	1
3_51639000_+	1	1
3_51663000_+	2	1
3_51666000_+	2	1
3_51670000_+	1	1
3_51674000_+	1	1
3_51682000_+	2	1
3_51683000_+	1	1
3_51692000_-	1	1
3_51711000_+	2	1
3_51715000_+	1	1
3_51720000_-	1	1
3_51726000_+	2	1
3_51728000_-	1	1
3_51737000_+	1	1
3_51743000_-	1	1
3_51755000_+	2	1
3_51801000_-	2	1
3_51828000_-	1	1
3_51847000_-	1	1
3_51855000_-	2	1
3_51865000_-	1	1
3_51873000_-	1	1
3_51894000_+	1	1
3_51903000_+	1	1
3_5193000_+	1	1
3_51937000_-	1	1
3_51940000_+	1	2
3_51956000_+	1	1
3_5197000_-	1	1
3_5199000_+	1	1
3_52033000_-	1	1
3_52041000_-	2	1
3_52047000_+	1	1
3_52076000_-	1	1
3_52081000_-	2	1
3_52093000_-	1	1
3_52104000_+	2	1
3_52105000_-	2	1
3_52106000_+	2	1
3_52115000_+	1	2
3_52133000_+	1	1
3_52142000_-	1	1
3_52160000_-	1	1
3_52166000_-	1	1
3_52166000_+	2	1
3_52167000_-	1	1
3_52169000_-	1	1
3_52178000_-	1	1
3_52192000_+	1	1
3_5221000_-	2	1
3_52227000_+	2	2
3_52247000_-	1	1
3_5225000_-	1	1
3_52250000_-	1	1
3_52266000_+	2	1
3_52279000_+	2	1
3_52285000_+	2	1
3_52310000_-	1	1
3_5232000_+	2	1
3_52322000_-	1	1
3_5233000_+	1	1
3_52330000_-	2	1
3_52331000_+	2	1
3_52333000_+	1	1
3_52339000_-	2	1
3_52349000_+	1	1
3_52414000_-	2	1
3_52430000_+	2	1
3_52435000_-	1	1
3_52469000_+	2	1
3_52471000_+	1	1
3_52491000_-	1	1
3_52513000_+	1	1
3_52517000_+	2	1
3_52520000_+	1	1
3_52522000_+	2	1
3_52581000_+	1	1
3_52593000_+	1	1
3_52604000_-	2	1
3_52611000_+	1	1
3_5262000_+	1	1
3_52627000_-	2	1
3_52640000_+	1	1
3_52686000_+	1	1
3_52696000_-	1	1
3_52700000_+	1	1
3_52701000_+	2	1
3_5274000_-	1	1
3_52742000_+	1	1
3_52771000_+	1	1
3_52774000_+	2	1
3_52780000_+	1	1
3_528000_-	1	1
3_52806000_+	1	1
3_52819000_+	1	1
3_52821000_+	2	1
3_52846000_+	1	1
3_52856000_+	2	1
3_52869000_+	2	1
3_52887000_-	2	1
3_52894000_-	1	1
3_52905000_+	1	1
3_52910000_+	1	1
3_52927000_+	1	1
3_52929000_+	1	1
3_52931000_+	1	1
3_52939000_-	1	1
3_52942000_+	2	1
3_52956000_-	1	1
3_52980000_-	1	1
3_52986000_-	2	1
3_52989000_-	1	1
3_52989000_+	1	1
3_52990000_+	2	1
3_53010000_-	2	1
3_53054000_-	1	1
3_53056000_+	2	2
3_53098000_+	1	1
3_53125000_+	1	1
3_53128000_-	1	2
3_5315000_-	1	1
3_53153000_-	1	1
3_53153000_+	1	1
3_53157000_+	1	1
3_53158000_-	2	1
3_53162000_-	2	1
3_53173000_-	1	1
3_53179000_-	1	1
3_5318000_+	1	1
3_53183000_+	2	1
3_53210000_-	1	1
3_53250000_-	2	1
3_53250000_+	1	1
3_53255000_-	1	1
3_53256000_+	2	1
3_53266000_-	2	1
3_53271000_+	1	1
3_53272000_+	1	1
3_5328000_+	1	1
3_53288000_-	1	1
3_5329000_-	2	1
3_53300000_+	1	1
3_53325000_+	2	1
3_53364000_-	1	1
3_53375000_+	2	1
3_53379000_+	2	1
3_53387000_+	1	1
3_53395000_-	1	1
3_53421000_-	1	1
3_53432000_+	1	1
3_53436000_+	2	1
3_53460000_+	1	1
3_53495000_-	1	1
3_53517000_-	2	1
3_53533000_-	2	1
3_53534000_+	1	1
3_53539000_-	2	1
3_53544000_-	1	1
3_53551000_-	1	1
3_53554000_-	1	1
3_53570000_-	1	1
3_53583000_-	1	1
3_53593000_+	1	1
3_53602000_-	1	1
3_53608000_+	1	1
3_5361000_+	2	1
3_53618000_-	2	1
3_53633000_+	1	1
3_53645000_-	1	1
3_5366000_+	1	1
3_53675000_-	1	1
3_53679000_+	1	1
3_53681000_+	2	1
3_53685000_-	2	1
3_53685000_+	1	1
3_53699000_-	1	1
3_53721000_+	1	1
3_53724000_-	1	1
3_53743000_-	2	1
3_53756000_+	1	1
3_53758000_+	2	1
3_53772000_+	2	1
3_53791000_-	1	1
3_53794000_+	2	1
3_53856000_-	2	1
3_53860000_+	1	1
3_53870000_+	2	1
3_53871000_+	2	1
3_53886000_+	1	1
3_5389000_-	1	1
3_53896000_-	1	2
3_53899000_+	1	1
3_53904000_+	1	1
3_53915000_+	1	1
3_53916000_-	1	1
3_53937000_+	1	1
3_53952000_+	2	1
3_53966000_+	1	1
3_54013000_-	2	1
3_54037000_+	2	1
3_54039000_-	2	1
3_54043000_+	2	1
3_54061000_-	1	1
3_54073000_+	2	1
3_54076000_+	1	1
3_54086000_-	1	1
3_54103000_+	2	1
3_54104000_+	1	1
3_54107000_+	1	1
3_54110000_-	1	1
3_54110000_+	1	1
3_54140000_-	1	1
3_54155000_-	1	1
3_54156000_-	2	1
3_54168000_+	1	1
3_54171000_-	2	1
3_54181000_+	2	1
3_54233000_+	2	1
3_54241000_-	1	1
3_54245000_-	1	1
3_54251000_-	1	1
3_54292000_+	1	1
3_54294000_+	1	1
3_54305000_-	2	1
3_54312000_+	1	1
3_54316000_+	1	1
3_54318000_+	1	1
3_54349000_+	1	1
3_54364000_+	2	1
3_54369000_+	1	1
3_5438000_+	1	1
3_54409000_-	1	1
3_54410000_-	2	1
3_5443000_-	1	1
3_54439000_+	1	1
3_54453000_+	1	1
3_54456000_-	2	1
3_54458000_+	1	1
3_54459000_+	1	1
3_54477000_+	1	1
3_54503000_+	2	1
3_54506000_+	2	1
3_54514000_+	1	1
3_54517000_-	1	1
3_54531000_-	1	1
3_54532000_-	2	1
3_54541000_+	2	1
3_54544000_+	2	1
3_54567000_-	1	1
3_54584000_-	2	1
3_54588000_+	1	1
3_54621000_+	1	1
3_5464000_+	1	1
3_54668000_+	1	1
3_54673000_-	2	1
3_54674000_-	2	1
3_54680000_+	1	1
3_54688000_-	2	1
3_54711000_-	2	1
3_54725000_-	1	1
3_54727000_+	1	1
3_54749000_-	1	1
3_54800000_-	1	1
3_54803000_-	1	1
3_54815000_+	2	1
3_54858000_+	1	1
3_54859000_+	2	1
3_54875000_-	1	1
3_54892000_+	2	1
3_54899000_+	1	1
3_54907000_-	1	1
3_54919000_+	1	1
3_54930000_+	2	1
3_54936000_-	2	1
3_54954000_-	2	1
3_54966000_+	1	1
3_54994000_+	2	1
3_55038000_-	1	1
3_55040000_-	1	1
3_55044000_-	1	1
3_55062000_+	2	1
3_551000_-	1	1
3_55158000_-	1	1
3_55179000_+	2	1
3_55191000_+	2	1
3_5522000_+	2	1
3_55230000_-	1	1
3_55241000_-	1	1
3_55265000_+	1	1
3_5527000_+	2	1
3_55288000_-	1	1
3_55302000_-	2	1
3_55318000_+	2	1
3_55328000_-	1	1
